Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot > Somersault Kick > Crossfire Somersault (~7008.0 damage, 3 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4170.0 damage, 2 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot (~4162.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot (~4162.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot (~4162.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot (~4162.0 damage, 0 super art gauge, 6.0 drive gauge)
Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Sonic Hurricane (~4160.0 damage, 1 super art gauge, 0.0 drive gauge)
Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Heavy Somersault Kick (~4160.0 damage, 0 super art gauge, 0.0 drive gauge)
Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot > OD Sonic Boom (~4160.0 damage, 0 super art gauge, 5.0 drive gauge)
Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Heavy Somersault Kick (~4160.0 damage, 2 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Heavy Somersault Kick (~4160.0 damage, 2 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4160.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4160.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4160.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4160.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom (~4150.0 damage, 0 super art gauge, 5.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom (~4150.0 damage, 0 super art gauge, 5.0 drive gauge)
Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch (~4150.0 damage, 2 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch (~4150.0 damage, 2 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch (~4150.0 damage, 2 super art gauge, 6.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch (~4150.0 damage, 2 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4150.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot (~4146.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot (~4146.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot (~4146.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot (~4146.0 damage, 2 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Solid Puncher > Burning Straight > OD Sonic Boom > Sonic Break > Sonic Break > Sonic Break (~4140.0 damage, 2 super art gauge, 2.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Crouching Heavy Kick (~4140.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Light Sonic Boom > Crouching Heavy Kick (~4140.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~4140.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch (Punish Counter) > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick > Medium Sonic Boom > Heavy Somersault Kick (~4140.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4140.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4140.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4140.0 damage, 0 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch > Standing Light Kick (~4140.0 damage, 0 super art gauge, 6.0 drive gauge)
Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Sonic Break (~4136.0 damage, 2 super art gauge, 5.0 drive gauge)
Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Double Shot > OD Sonic Boom > Sonic Break (~4136.0 damage, 2 super art gauge, 5.0 drive gauge)
Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot > Somersault Kick (~4132.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Crouching Heavy Kick (~4130.0 damage, 0 super art gauge, 3.0 drive gauge)
Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom > Crouching Heavy Kick (~4130.0 damage, 0 super art gauge, 3.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot (~4122.0 damage, 2 super art gauge, 6.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot (~4122.0 damage, 2 super art gauge, 6.0 drive gauge)
Drive Impact (Block) > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom (~4120.0 damage, 0 super art gauge, 5.0 drive gauge)
Drive Impact (Block) > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom (~4120.0 damage, 0 super art gauge, 5.0 drive gauge)
Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom (~4120.0 damage, 0 super art gauge, 5.0 drive gauge)
Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom (~4120.0 damage, 0 super art gauge, 5.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom (~4120.0 damage, 2 super art gauge, 5.0 drive gauge)
Crouching Medium Kick > Standing Heavy Punch > Solid Puncher > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > OD Sonic Boom (~4120.0 damage, 2 super art gauge, 5.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Sonic Boom (Perfect) > Crouching Light Punch (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Sonic Boom > Burning Straight > Cancel Drive Rush > Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > Light Sonic Boom (Perfect) (~4120.0 damage, 0 super art gauge, 6.0 drive gauge)
Burning Straight > Cancel Drive Rush > Rolling Sobat > Double Shot > OD Sonic Boom > Heavy Somersault Kick (~4118.0 damage, 0 super art gauge, 5.0 drive gauge)
Standing Heavy Punch > Cancel Drive Rush > (After drive rush) Rolling Sobat > Standing Medium Punch > Crouching Medium Punch > OD Sonic Boom > Heavy Somersault Kick (~4110.0 damage, 0 super art gauge, 5.0 drive gauge)
